Acceleration,Steering angle
0.021758,-0.014188
0.02157,-0.012361
0.021482,-0.011249
0.022179,-0.017726
0.02174,-0.014179
0.021543,-0.012357
0.021437,-0.011245
0.022157,-0.017724
0.021709,-0.014178
0.021512,-0.012352
0.021445,-0.01124
0.022126,-0.017722
0.021689,-0.01417
0.02149,-0.012349
0.021395,-0.01124
0.022116,-0.01772
0.021653,-0.01417
0.021462,-0.012346
0.021377,-0.011233
0.022088,-0.017718
0.021634,-0.014166
0.021434,-0.012342
0.021345,-0.01123
0.02205,-0.017714
0.021905,-0.013988
0.021405,-0.012318
0.021317,-0.011208
0.02203,-0.017702
0.021877,-0.013984
0.021376,-0.01231
0.02129,-0.011202
0.02201,-0.017699
0.021853,-0.01398
0.02135,-0.012309
0.021265,-0.0112
0.021982,-0.0177
0.021827,-0.013982
0.021322,-0.012307
0.021224,-0.011197
0.02195,-0.017698
0.021794,-0.013978
0.021295,-0.012305
0.021212,-0.011196
0.021927,-0.017696
0.021763,-0.013978
0.02127,-0.012301
0.021186,-0.011192
0.021905,-0.017696
0.021739,-0.013979
0.021244,-0.012298
0.021159,-0.011187
0.021887,-0.017694
0.021713,-0.013976
0.021216,-0.0123
0.021146,-0.011187
0.021851,-0.017693
0.021698,-0.013974
0.02119,-0.012294
0.021101,-0.01118
0.021828,-0.01769
0.021667,-0.013973
0.021178,-0.012292
0.021092,-0.011178
0.021801,-0.017689
0.021647,-0.013969
0.021135,-0.012288
0.021054,-0.011175
0.021784,-0.017687
0.02161,-0.013969
0.02111,-0.012287
0.021025,-0.011172
0.021738,-0.017686
0.021595,-0.013966
0.021087,-0.012284
0.021011,-0.011169
0.021738,-0.017684
0.021573,-0.013966
0.021074,-0.012285
0.027672,-0.015521
0.02081,-0.009902
0.021089,-0.0098047
0.021316,-0.0097532
0.021216,-0.015931
0.021064,-0.013497
0.020991,-0.012116
0.020903,-0.011057
0.021654,-0.017527
0.021477,-0.01389
0.020972,-0.012254
0.02089,-0.011174
0.021626,-0.017614
0.021454,-0.013948
0.020954,-0.012304
0.02087,-0.011219
0.021588,-0.017648
0.021427,-0.013968
0.020927,-0.012321
0.020841,-0.011234
0.021576,-0.017662
0.021404,-0.013979
0.020899,-0.01233
0.020818,-0.011242
0.021541,-0.017668
0.021378,-0.013982
0.02088,-0.012332
0.020797,-0.011242
0.021519,-0.01767
0.021353,-0.013982
0.020846,-0.012333
0.02077,-0.011239
0.021495,-0.017673
0.021326,-0.013983
0.020842,-0.012331
0.020745,-0.011239
0.021472,-0.017673
0.021301,-0.013983
0.020803,-0.01233
0.020712,-0.011237
0.021446,-0.017671
0.021275,-0.013981
0.020776,-0.012326
0.02071,-0.011235
0.021413,-0.01767
0.021252,-0.013979
0.020745,-0.012322
0.020664,-0.01123
0.021386,-0.017669
0.020793,-0.014079
0.020742,-0.012605
0.020661,-0.011453
0.017471,-0.017753
0.017961,-0.019632
0.018311,-0.017975
0.018391,0.0071737
0.013644,0.01809
0.015332,-0.022641
0.012245,-0.0033824
0.017512,-0.022332
0.0094017,-0.016931
0.010166,-0.0066681
0.017332,-0.013504
0.0047921,-0.020569
0.019973,0.11302
0.0071945,-0.013325
0.0061795,-0.028303
0.046452,-0.030106
0.071065,0.045854
0.060498,0.045906
0.023825,0.011577
0.01708,0.022465
0.006867,0.014211
0.0090333,0.033661
0.0072218,0.031729
0.0042985,0.02177
0.0025432,0.032445
0.0019511,0.035918
0.0012384,0.038534
0.00082233,0.03716
0.00067307,0.040566
-0.00030688,0.041212
-0.00067028,0.039834
-0.001336,0.038402
-0.001064,0.038329
-0.0016167,0.039146
-0.0031646,0.04614
-0.0037458,0.049339
-0.0027375,0.045966
-0.0032899,0.049211
-0.0033465,0.047264
-0.003908,0.048115
-0.003139,0.048512
-0.0031888,0.046816
-0.0034865,0.047416
-0.0035684,0.047923
-0.0040196,0.048337
-0.0026337,0.045776
-0.0028214,0.046125
-0.0029963,0.04614
-0.003076,0.045993
-0.0020831,0.04464
-0.0014234,0.042443
-0.0013525,0.042422
-0.0014955,0.042251
0.00046774,0.036893
0.00064834,0.040541
0.00089853,0.028723
0.00082987,0.038589
0.0023674,0.033513
0.0024342,0.033423
0.0024833,0.033234
0.0026256,0.033219
0.0036912,0.029885
0.0037916,0.029825
0.0039041,0.029484
0.0040062,0.028966
0.0087507,0.030014
0.0094038,0.023841
0.010134,0.022627
0.010861,0.021051
0.011671,-0.0078282
0.017477,-0.014398
0.017521,-0.014246
0.017376,-0.014335
0.021251,0.0074557
0.021367,-0.016838
0.025542,-1.5709e-06
0.028541,-0.0049723
0.02434,-0.012024
0.022774,-0.012726
0.019985,-0.013097
0.02042,-0.017653
0.034045,-0.036349
0.028345,-0.027993
0.026573,-0.017246
0.020144,-0.015561
0.030646,-0.03171
0.027294,-0.019687
0.020974,-0.016938
0.020998,-0.017224
0.029224,-0.029218
0.020842,-0.017993
0.020865,-0.017046
0.020877,-0.016391
0.027899,-0.026553
0.020586,-0.014663
0.020611,-0.014882
0.020629,-0.015068
0.028738,-0.023581
0.020687,-0.016838
0.02068,-0.015163
0.020552,-0.014348
0.028051,-0.022426
0.020609,-0.014916
0.020448,-0.013722
0.02042,-0.013159
0.027329,-0.018791
0.020372,-0.013325
0.020333,-0.012522
0.020289,-0.011928
0.027024,-0.017225
0.020224,-0.01172
0.020174,-0.01105
0.020133,-0.010577
0.026751,-0.015626
0.020053,-0.01021
0.020187,-0.010078
0.020336,-0.010068
0.020973,-0.017031
0.020301,-0.013896
0.020248,-0.012672
0.020185,-0.011728
0.026815,-0.016177
0.02003,-0.010558
0.020087,-0.010086
0.020262,-0.010047
0.020387,-0.017261
0.020399,-0.014512
0.020198,-0.012731
0.020129,-0.011684
0.026717,-0.015862
0.019943,-0.010211
0.020128,-0.010003
0.020329,-0.0099627
0.020349,-0.016795
0.020201,-0.014176
0.020147,-0.012778
0.020076,-0.011686
0.026639,-0.015743
0.019885,-0.010077
0.020115,-0.0099733
0.020319,-0.0099312
0.020305,-0.016601
0.020149,-0.014043
0.020092,-0.012653
0.020012,-0.011572
0.019964,-0.010763
0.020739,-0.017838
0.020142,-0.01426
0.020103,-0.012844
0.020017,-0.01174
0.026577,-0.016031
0.019847,-0.0103
0.020018,-0.010051
0.020243,-0.010004
0.020233,-0.016802
0.020088,-0.014144
0.020029,-0.012705
0.019944,-0.011589
0.026522,-0.015768
0.019775,-0.010085
0.020037,-0.0099985
0.020265,-0.009954
0.02019,-0.01652
0.02004,-0.01396
0.019965,-0.012539
0.019881,-0.011439
0.026384,-0.015588
0.019782,-0.010048
0.020043,-0.0099662
0.020267,-0.0099253
0.020133,-0.01635
0.01997,-0.013841
0.019907,-0.012441
0.01983,-0.011359
0.020541,-0.017974
0.019961,-0.014208
0.019913,-0.012714
0.019819,-0.011553
0.020513,-0.018034
0.019936,-0.014211
0.019876,-0.01269
0.019791,-0.011511
0.020494,-0.017964
0.019907,-0.01416
0.019843,-0.012633
0.019758,-0.011451
0.020479,-0.017897
0.019882,-0.014113
0.019816,-0.012585
0.019734,-0.011399
0.020456,-0.017847
0.019859,-0.014083
0.01979,-0.012557
0.019707,-0.011372
0.020435,-0.017814
0.019835,-0.014058
0.019768,-0.012532
0.019677,-0.011354
0.020415,-0.017791
0.019807,-0.01404
0.019739,-0.012516
0.019641,-0.011338
0.020394,-0.017774
0.019785,-0.014028
0.019703,-0.012504
0.01963,-0.011326
0.020371,-0.017763
0.01976,-0.014017
0.019691,-0.012495
0.019604,-0.011318
0.020341,-0.017754
0.01974,-0.014006
0.019668,-0.012487
0.019581,-0.011314
0.02032,-0.017745
0.019716,-0.013996
0.019643,-0.012478
0.019556,-0.011308
0.020305,-0.01774
0.019706,-0.013989
0.019619,-0.012474
0.019549,-0.011305
0.020281,-0.017735
0.019666,-0.013981
0.019599,-0.012463
0.019506,-0.0113
0.020253,-0.017729
0.019655,-0.013976
0.01959,-0.012464
0.019471,-0.011299
0.020234,-0.017726
0.019622,-0.013969
0.019551,-0.012456
0.01946,-0.011295
0.02021,-0.017722
0.019599,-0.013962
0.019526,-0.012454
0.019441,-0.011295
0.020193,-0.017718
0.019561,-0.013956
0.019502,-0.012449
0.019415,-0.011291
0.020172,-0.017715
0.019553,-0.013953
0.019475,-0.012447
0.019394,-0.011289
0.020146,-0.017711
0.01953,-0.013943
0.019472,-0.012437
0.019366,-0.011282
0.020126,-0.017705
0.019504,-0.013937
0.01943,-0.012434
0.019345,-0.011282
0.020103,-0.017703
0.019471,-0.013933
0.019408,-0.01243
0.019334,-0.011283
0.020078,-0.017699
0.019458,-0.013925
0.019383,-0.012423
0.019299,-0.011276
0.020059,-0.017694
0.019436,-0.013919
0.019361,-0.012419
0.019274,-0.011276
0.020031,-0.01769
0.019419,-0.013913
0.01934,-0.012418
0.019254,-0.011273
0.019175,-0.010412
0.020069,-0.017438
0.019409,-0.013871
0.01933,-0.012438
0.019248,-0.011339
0.019982,-0.017955
0.019388,-0.014075
0.019314,-0.012562
0.019228,-0.011411
0.019966,-0.017942
0.019366,-0.014047
0.019289,-0.01252
0.019201,-0.011353
0.019948,-0.017864
0.019336,-0.013991
0.019247,-0.012456
0.01917,-0.011289
0.01993,-0.017795
0.019313,-0.013947
0.019232,-0.012412
0.019144,-0.011242
0.019913,-0.01775
0.019288,-0.013916
0.019207,-0.012383
0.019133,-0.011215
0.01989,-0.017717
0.019263,-0.013893
0.019182,-0.012362
0.019091,-0.011194
0.019862,-0.017696
0.01924,-0.013879
0.01916,-0.01235
0.019069,-0.011182
0.019851,-0.017683
0.019231,-0.013867
0.019134,-0.012336
0.019043,-0.011172
0.019839,-0.017673
0.019191,-0.013859
0.019117,-0.01233
0.019023,-0.011167
0.019804,-0.017663
0.019173,-0.013847
0.019091,-0.012319
0.018994,-0.011158
0.019786,-0.017656
0.01916,-0.01384
0.019067,-0.012314
0.018978,-0.011156
0.019766,-0.01765
0.019129,-0.013833
0.019044,-0.012312
0.018957,-0.011151
0.019745,-0.017647
0.019103,-0.013828
0.019009,-0.012304
0.018935,-0.011148
0.019718,-0.017643
0.019086,-0.013823
0.018983,-0.012302
0.018912,-0.011145
0.019697,-0.01764
0.019063,-0.013817
0.018978,-0.012298
0.018904,-0.011143
0.019679,-0.017635
0.019045,-0.013813
0.018955,-0.012297
0.018849,-0.011143
0.019652,-0.017633
0.019031,-0.013806
0.018939,-0.012291
0.018828,-0.011138
0.01963,-0.017629
0.018996,-0.0138
0.018911,-0.012284
0.018822,-0.011135
0.019615,-0.017625
0.018984,-0.013794
0.018889,-0.012279
0.018798,-0.011132
0.018858,-0.01037
0.018763,-0.010524
0.018823,-0.010948
0.018853,-0.011284
0.0025696,0.031129
0.003416,0.030912
0.012116,0.067947
0.015797,0.061228
0.022994,-0.0052768
0.022967,-0.0088008
0.022637,-0.010186
0.019285,-0.015766
0.0091227,-0.092569
0.0082451,-0.070099
0.0090686,-0.040826
0.0084384,-0.082765
0.019989,0.09332
0.0076025,-0.011315
0.0048848,-0.043713
0.036955,0.041771
0.013516,0.030826
0.0085494,0.01511
0.0035437,0.022649
0.0025737,0.036058
-0.0007174,0.085275
-0.00092973,0.037859
-0.0016359,0.040634
-0.0035466,0.047878
-0.0052719,0.049462
-0.0055143,0.054727
-0.0083383,0.053594
-0.0094231,0.053017
-0.0093762,0.059507
-0.010553,0.059837
-0.01158,0.060589
-0.012632,0.061342
-0.012713,0.061237
-0.016734,0.065553
-0.018112,0.066306
-0.029245,0.16444
-0.031218,0.16964
-0.019099,0.066802
-0.031379,0.1674
-0.034752,0.16984
-0.032575,0.17064
-0.017793,0.053904
-0.032069,0.16331
-0.032373,0.16325
-0.031549,0.16202
-0.012045,0.061695
-0.012019,0.061714
-0.012165,0.061721
-0.012204,0.061535
-0.0096744,0.059404
-0.0096115,0.058949
-0.0094073,0.058444
-0.0094056,0.057428
-0.043999,0.12343
-0.02887,0.098406
-0.0070106,0.047227
-0.0052425,0.043666
-0.016717,0.11978
-0.0044452,0.050195
-0.0022503,0.046819
-0.00055241,0.034884
0.0077095,-0.013379
0.0079142,-0.012002
0.0088738,-0.026134
0.0078757,-0.020133
0.0086535,-0.08536
0.0083689,-0.062592
0.0087151,-0.040202
0.0083595,-0.074657
0.023088,-0.034615
0.0059221,-0.012671
0.0076657,-0.015906
0.059994,0.040283
0.038937,0.063842
0.0080071,0.0024511
0.0065852,0.032577
0.0030297,0.031086
-0.00025501,0.086211
-0.00082582,0.041358
-0.0018623,0.039989
-0.0034792,0.044274
-0.0080656,0.059085
-0.0090563,0.059636
-0.0099114,0.060292
-0.010865,0.060872
-0.040509,0.17105
-0.037446,0.16927
-0.037132,0.1674
-0.035052,0.16549
-0.0064662,0.057108
-0.0073308,0.058266
-0.008106,0.05901
-0.0090681,0.059649
-0.00067944,0.07521
-0.0024126,0.09084
-0.0028789,0.041041
-0.0048267,0.045055
-0.0064823,0.049629
-0.0077523,0.055201
-0.0087944,0.052882
-0.011178,0.057847
-0.012878,0.059435
-0.01871,0.065189
-0.019377,0.059225
-0.033369,0.1733
-0.034795,0.17904
-0.05352,0.20388
-0.066521,0.19668
-0.078593,0.19188
-0.088868,0.1942
-0.049254,0.17754
-0.049274,0.17481
-0.047755,0.17222
-0.044055,0.1695
0.038037,0.029371
0.043135,0.06862
0.018804,0.064443
0.0070843,0.073934
0.0037565,0.054434
-0.0025565,0.057012
-0.0070432,0.08641
-0.012943,0.090766
-0.0096562,0.048552
-0.011824,0.060295
-0.013176,0.054467
-0.015824,0.064099
-0.03495,0.1825
-0.038599,0.18427
-0.042111,0.18721
-0.039645,0.18981
-0.037574,0.19073
-0.036823,0.19086
-0.041692,0.19075
-0.040833,0.19107
-0.03877,0.18907
-0.041924,0.18857
-0.042274,0.18858
-0.043961,0.18854
-0.046237,0.18888
-0.048157,0.18783
-0.04903,0.1873
-0.053235,0.18682
-0.056953,0.18682
-0.093129,0.18991
-0.090038,0.18978
-0.088908,0.17515
-0.096292,0.19511
-0.024124,0.10954
-0.0063144,0.049576
-0.0050302,0.047041
0.026254,0.0011691
0.022535,0.0024954
0.017619,0.020175
0.014768,0.017759
0.0074871,0.010986
0.0075153,0.015416
0.0088507,0.023967
0.00755,0.030556
0.0063385,0.033124
0.0035539,0.025052
0.0031137,0.032167
0.0024091,0.031441
0.0021218,0.032456
0.0019319,0.035728
0.0015521,0.040199
0.001068,0.040468
0.0011948,0.039964
0.0014501,0.043124
0.0011252,0.046851
0.00062739,0.04187
0.00046688,0.033288
0.0010695,0.045054
0.00069055,0.033881
0.00068056,0.032069
0.00058238,0.030309
-0.0015911,0.042252
-0.0013515,0.041669
-0.001016,0.041067
-0.00077571,0.043747
-0.002574,0.038633
-0.0021384,0.043128
-0.0013739,0.041943
-0.00049759,0.049048
0.010314,0.021502
0.010628,0.019768
0.0080881,0.015435
0.0081903,0.013091
0.0054733,-0.0094043
0.011095,-0.05151
0.018392,-0.0020503
0.037064,0.047209
0.017423,-0.0060517
0.010111,0.0032705
0.0068862,0.011848
0.0068294,0.02093
0.0037183,0.021758
0.0023213,0.033083
0.0014645,0.028319
0.00093031,0.035159
0.00044344,0.036144
3.1955e-05,0.040646
-0.00065096,0.039614
-0.0011744,0.035305
-0.0015643,0.035771
-0.00202,0.03756
-0.0030991,0.045806
-0.0034939,0.049394
-0.003834,0.049755
-0.004445,0.049191
-0.0041709,0.048172
-0.0045376,0.049183
-0.0038356,0.047659
-0.0042992,0.048486
-0.0049431,0.049158
-0.0050789,0.049843
-0.0040059,0.047772
-0.0043294,0.048266
-0.0045267,0.04869
-0.0049377,0.049044
-0.0059054,0.052023
-0.005529,0.050215
-0.0050295,0.048188
-0.0045048,0.04572
-0.0023842,0.041304
-0.0019959,0.038845
-0.0016542,0.03653
-0.001514,0.041773
0.0068787,0.032183
0.0069369,0.031798
0.007066,0.031332
0.0072346,0.030664
0.010359,0.023696
0.010224,0.027849
0.0097864,0.021313
0.0094379,0.024939
0.010271,0.027665
0.0077072,0.011668
0.0089117,0.026394
0.008649,0.026562
0.0098889,0.020414
0.009794,0.023282
0.0096263,0.024149
0.0094707,0.024544
0.010732,0.023354
0.010925,0.015443
0.010697,0.026206
0.010704,0.027275
0.009397,0.0025981
0.0093496,0.0031843
0.013339,0.0067808
0.012105,0.023871
0.008229,0.0092864
0.0083228,0.0090253
0.0084133,0.0087325
0.010666,-0.0059845
0.017131,0.0083529
0.017349,0.0084915
0.017613,0.0087923
0.01789,0.0091278
0.021585,0.0081258
0.021964,0.0050043
0.020359,-0.020649
0.020685,-0.013095
0.0026456,0.034535
0.0037504,0.027379
0.010487,0.057751
0.01509,0.068863
0.024737,-0.0086059
0.024322,-0.012715
0.023061,-0.0094638
0.022947,-0.010174
0.0080433,-0.071485
0.008473,-0.039303
0.0084046,-0.084001
0.016389,-0.024652
0.019956,0.060313
0.006312,-0.012619
0.005321,-0.011159
0.015743,-0.015708
0.03897,0.045513
0.06019,0.04344
0.055134,0.04489
0.015342,0.024625
0.0074342,0.0099313
0.0063063,0.013924
0.0081825,0.028469
0.0036668,0.021623
0.002327,0.032994
0.0014749,0.028372
0.00098709,0.038034
0.00074069,0.035634
0.00034592,0.040317
-0.00041378,0.038936
-0.0010084,0.037014
-0.0014587,0.041718
-0.0018958,0.036054
-0.0023033,0.044806
-0.003618,0.049216
-0.0031203,0.050149
-0.0036078,0.049111
-0.0036264,0.047111
-0.0041681,0.048217
-0.027721,0.10295
-0.0097088,0.055259
-0.0083873,0.053018
-0.0070596,0.050986
-0.026711,0.096858
-0.0071277,0.047546
-0.0051068,0.040369
-0.0046811,0.049518
0.024239,-0.0029895
0.025893,-0.003899
0.059666,0.043071
0.020707,0.00069498
0.0088466,-0.039882
0.008024,-0.075915
0.017423,-0.008132
0.017773,-0.086237
0.0068956,-0.011255
0.03942,-0.027479
0.038983,0.048165
0.036317,0.062445
0.0065945,0.030189
0.0029559,0.03103
0.00017374,0.036905
-0.0019601,0.087799
-0.0035527,0.042119
-0.0052807,0.048427
-0.0060838,0.050257
-0.0073114,0.050089
-0.0083705,0.053898
-0.010381,0.058724
-0.011763,0.059322
-0.013129,0.060676
-0.016798,0.063204
-0.018871,0.065537
-0.030194,0.16433
-0.037005,0.17189
-0.033335,0.17735
-0.034227,0.17465
-0.035578,0.17827
-0.036735,0.18036
-0.038994,0.18104
-0.039257,0.17844
-0.03849,0.17917
-0.038696,0.17889
-0.040402,0.17789
-0.041759,0.17637
-0.038837,0.17485
-0.040194,0.1733
-0.040868,0.17155
-0.11393,0.18807
-0.12748,0.20348
-0.087802,0.19932
-0.072076,0.17602
-0.021696,0.087906
-0.0045707,0.036007
-0.0033026,0.028831
-0.0023278,0.045433
0.0086271,-0.054544
0.0094024,-0.056203
0.01441,-0.0074337
0.018309,-0.056793
0.0072267,-0.040741
0.04028,0.046271
